work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,EN,FT,Data Scientist,150000.0,USD,150000.0,US,0,US,M
2022,SE,FT,Data Engineer,85000.0,USD,85000.0,US,100,US,M
2024,SE,FT,Data Scientist,92300.0,USD,92300.0,US,0,US,M
2024,SE,FT,Research Scientist,85469.0,USD,85469.0,US,100,US,M
2024,MI,FT,Data Engineer,85000.0,GBP,106250.0,GB,0,GB,M
2023,SE,FT,Data Engineer,120000.0,USD,120000.0,US,0,US,M
2024,EX,FT,Data Engineer,163500.0,USD,163500.0,US,0,US,M
2022,SE,FT,Data Engineer,35000.0,GBP,43096.0,GB,100,GB,M
2024,SE,FT,Machine Learning Engineer,255800.0,USD,255800.0,US,0,US,M
2022,MI,FT,Analytics Engineer,100000.0,USD,100000.0,US,100,US,M
2024,MI,FT,Data Scientist,112000.0,USD,112000.0,US,0,US,M
2023,MI,FT,Data Analyst,150000.0,USD,150000.0,US,0,US,M
2023,MI,FT,Data Scientist,120000.0,USD,120000.0,US,0,US,M
2023,MI,FT,Director of Data Science,192000.0,USD,192000.0,US,0,US,M
2022,MI,FT,Data Engineer,120000.0,USD,120000.0,US,0,US,M
2024,EN,FT,Data Analyst,74300.0,USD,74300.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,323300.0,USD,323300.0,US,0,US,M
2023,MI,FT,Machine Learning Engineer,287500.0,USD,287500.0,AU,0,AU,M
2024,SE,FT,Data Scientist,112000.0,USD,112000.0,US,0,US,M
2024,SE,FT,Data Engineer,207300.0,USD,207300.0,US,0,US,M
2023,SE,FT,Research Engineer,157000.0,USD,157000.0,US,0,US,M
2023,MI,FT,Machine Learning Engineer,175000.0,USD,175000.0,US,0,US,M
2023,MI,FT,Data Scientist,115000.0,USD,115000.0,US,100,US,M
2024,EN,FT,Data Analyst,50490.0,EUR,56100.0,NL,0,NL,M
2024,SE,FT,Data Scientist,210000.0,USD,210000.0,US,0,US,M
2023,SE,FT,Data Science Engineer,160000.0,USD,160000.0,US,100,US,M
2023,MI,FT,Data Scientist,55000.0,USD,55000.0,US,0,US,M
2023,SE,FT,Data Scientist,175000.0,USD,175000.0,US,100,US,M
2023,SE,FT,Data Scientist,197000.0,USD,197000.0,CA,0,CA,M
2023,SE,FT,Data Scientist,100000.0,USD,100000.0,US,0,US,M
2021,MI,FT,AI Scientist,30000.0,USD,30000.0,GH,0,GH,S
2023,SE,FT,Data Scientist,310270.0,USD,310270.0,US,0,US,M
2024,SE,FT,Analytics Engineer,150000.0,USD,150000.0,US,0,US,M
2024,SE,FT,Data Science,243000.0,USD,243000.0,US,0,US,M
2023,EN,FT,Data Analyst,150000.0,USD,150000.0,US,0,US,M
2022,MI,FT,Data Scientist,75000.0,GBP,92350.0,GB,0,GB,M
2023,SE,FT,ML Engineer,238000.0,USD,238000.0,US,100,US,M
2024,SE,FT,Machine Learning Engineer,235000.0,USD,235000.0,US,0,US,M
2024,SE,FT,Lead Machine Learning Engineer,70000.0,EUR,77777.0,FI,50,FI,L
2024,SE,FT,Machine Learning Engineer,180000.0,USD,180000.0,US,0,US,M
2023,SE,FT,Data Engineer,291500.0,USD,291500.0,US,0,US,M
2024,SE,FT,ML Engineer,110000.0,GBP,137500.0,GB,0,GB,S
2023,MI,FT,Data Analyst,206000.0,USD,206000.0,US,0,US,M
2023,SE,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2022,MI,FT,Data Scientist,55000.0,GBP,67723.0,GB,0,GB,M
2023,SE,FT,Machine Learning Engineer,204000.0,USD,204000.0,US,0,US,M
2023,SE,FT,Applied Scientist,260000.0,USD,260000.0,US,0,US,L
2024,SE,FT,Machine Learning Engineer,129000.0,USD,129000.0,US,0,US,M
2023,SE,FT,Data Lead,225000.0,USD,225000.0,US,0,US,M
2023,SE,FT,Applied Scientist,159100.0,USD,159100.0,US,0,US,L
2022,SE,FT,Data Analyst,113000.0,USD,113000.0,US,100,US,M
2022,MI,FT,Data Analyst,100000.0,USD,100000.0,US,100,US,M
2024,EX,FT,Data Science,220000.0,USD,220000.0,US,100,US,M
2024,MI,FT,Data Engineer,205600.0,USD,205600.0,US,0,US,L
2024,SE,FT,Machine Learning Engineer,170000.0,USD,170000.0,US,100,US,M
2023,SE,FT,Data Scientist,205000.0,USD,205000.0,US,100,US,M
2023,EX,FT,Data Manager,70000.0,USD,70000.0,US,0,US,M
2024,SE,FT,Data Engineer,135000.0,USD,135000.0,US,100,US,M
2023,SE,FT,Data Analyst,157500.0,USD,157500.0,US,100,US,M
2023,SE,FT,Data Manager,130000.0,USD,130000.0,US,0,US,M
2023,SE,FT,Data Engineer,126900.0,USD,126900.0,US,0,US,M
2023,SE,FT,Applied Scientist,230000.0,USD,230000.0,US,100,US,M
2024,EN,FT,Research Analyst,219000.0,USD,219000.0,US,0,US,M
2024,MI,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2024,MI,FT,Data Scientist,166000.0,USD,166000.0,US,0,US,M
2023,SE,FT,Data Scientist,180000.0,USD,180000.0,US,100,US,M
2022,SE,FT,Data Engineer,106800.0,USD,106800.0,US,0,US,M
2023,SE,FT,Applied Scientist,192000.0,USD,192000.0,US,100,US,M
2023,SE,FT,Data Engineer,101570.0,USD,101570.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,331640.0,USD,331640.0,US,0,US,M
2023,SE,FT,Research Scientist,175000.0,USD,175000.0,US,0,US,M
2023,SE,FT,Data Science Manager,245100.0,USD,245100.0,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,79600.0,USD,79600.0,US,0,US,L
2021,SE,FT,Staff Machine Learning Engineer,185000.0,USD,185000.0,US,50,US,M
2023,SE,FT,Data Engineer,145000.0,USD,145000.0,US,0,US,M
2024,EN,FT,Data Analyst,63000.0,USD,63000.0,US,0,US,M
2024,MI,FT,Data Science,106500.0,USD,106500.0,US,0,US,M
2023,SE,FT,Data Scientist,238000.0,USD,238000.0,CA,100,CA,M
2024,MI,FT,Data Analyst,195600.0,USD,195600.0,US,100,US,M
2023,SE,FT,Data Engineer,155000.0,USD,155000.0,US,0,US,M
2024,SE,FT,Data Lead,140000.0,USD,140000.0,US,0,US,M
2023,SE,FT,Data Engineer,170000.0,USD,170000.0,US,0,US,M
2023,EN,FT,Research Analyst,43500.0,USD,43500.0,US,100,US,M
2024,MI,FT,Data Integration Engineer,110000.0,USD,110000.0,US,0,US,M
2022,SE,FT,Data Analyst,127000.0,USD,127000.0,US,100,US,M
2023,MI,FT,Data Scientist,100000.0,GBP,123040.0,GB,0,GB,M
2024,SE,FT,Data Engineer,60000.0,EUR,66666.0,PL,100,PL,M
2023,SE,FT,Data Scientist,228000.0,USD,228000.0,US,0,US,M
2023,MI,FT,Data Analyst,72400.0,USD,72400.0,GB,0,GB,M
2022,SE,FT,Data Architect,192564.0,USD,192564.0,US,100,US,M
2022,SE,FT,Data Engineer,195700.0,USD,195700.0,US,0,US,M
2024,EN,FT,Machine Learning Engineer,125000.0,USD,125000.0,US,0,US,M
2023,SE,FT,Data Scientist,220000.0,USD,220000.0,US,0,US,M
2023,SE,FT,Research Scientist,303050.0,USD,303050.0,US,0,US,M
2024,EX,FT,Head of Machine Learning,245000.0,USD,245000.0,US,0,US,M
2023,SE,FT,Data Engineer,213600.0,USD,213600.0,US,0,US,M
2022,MI,FT,Data Analyst,80000.0,USD,80000.0,US,0,US,M
2024,SE,FT,Research Scientist,500000.0,USD,500000.0,US,100,US,M
2024,MI,FT,Data Scientist,54552.0,USD,54552.0,US,0,US,M
2023,SE,FT,Data Quality Analyst,100000.0,USD,100000.0,US,0,US,M
2022,SE,FT,Machine Learning Engineer,204500.0,USD,204500.0,US,0,US,M
2022,MI,FT,Machine Learning Engineer,130000.0,USD,130000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200.0,USD,142200.0,US,0,US,M
2022,SE,FT,Machine Learning Engineer,65000.0,USD,65000.0,AE,100,AE,S
2024,MI,FT,Data Engineer,80420.0,USD,80420.0,US,0,US,M
2023,SE,FT,Data Engineer,185000.0,USD,185000.0,US,0,US,M
2023,SE,FT,Data Scientist,211000.0,USD,211000.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,247500.0,USD,247500.0,US,0,US,M
2022,SE,FT,Machine Learning Engineer,210000.0,USD,210000.0,US,100,US,M
2023,MI,FT,Machine Learning Scientist,200000.0,USD,200000.0,US,0,US,S
2023,SE,FT,Research Scientist,202350.0,USD,202350.0,US,0,US,M
2023,SE,FT,Data Analyst,121600.0,USD,121600.0,US,100,US,M
2024,MI,FT,Data Engineer,150000.0,USD,150000.0,US,100,US,M
2023,SE,FT,Data Science Manager,231250.0,USD,231250.0,US,100,US,M
2023,SE,FT,Data Scientist,120000.0,USD,120000.0,US,0,US,M
2022,SE,FT,Data Engineer,140250.0,USD,140250.0,US,100,US,M
2023,SE,FT,Data Scientist,172758.0,USD,172758.0,US,100,US,M
2024,MI,FT,Data Scientist,90500.0,USD,90500.0,US,100,US,M
2024,SE,FT,Data Scientist,105000.0,USD,105000.0,US,100,US,M
2023,SE,FT,Data Analyst,127075.0,USD,127075.0,US,100,US,M
2023,SE,FT,Data Analyst,50000.0,GBP,61520.0,GB,0,GB,M
2023,SE,FT,Research Scientist,323300.0,USD,323300.0,US,0,US,M
2022,SE,FT,Data Scientist,205000.0,USD,205000.0,US,0,US,M
2023,MI,FT,Business Intelligence Engineer,185000.0,USD,185000.0,US,0,US,M
2023,SE,FT,Analytics Engineer,167000.0,USD,167000.0,US,0,US,M
2023,SE,FT,Data Science,207900.0,USD,207900.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,238000.0,USD,238000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,221000.0,USD,221000.0,US,0,US,M
2023,EN,FT,Data Analyst,26800.0,GBP,32974.0,GB,0,GB,M
2024,SE,FT,Data Analyst,153900.0,USD,153900.0,US,0,US,M
2023,MI,FT,Machine Learning Scientist,230000.0,USD,230000.0,US,0,US,M
2023,EN,FT,Data Analyst,115000.0,USD,115000.0,US,0,US,M
2024,MI,FT,Data Integration Specialist,75000.0,GBP,93750.0,GB,100,GB,M
2024,SE,FT,Business Intelligence Engineer,78800.0,USD,78800.0,US,100,US,M
2023,SE,FT,Data Analyst,150000.0,USD,150000.0,US,100,US,M
2023,MI,FT,Data Engineer,140000.0,USD,140000.0,US,0,US,M
2023,SE,FT,Data Analyst,95000.0,USD,95000.0,US,100,US,M
2023,SE,FT,Data Scientist,196000.0,USD,196000.0,US,0,US,M
2024,SE,FT,Data Scientist,220000.0,USD,220000.0,US,0,US,M
2023,MI,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2023,SE,FT,Machine Learning Engineer,204500.0,USD,204500.0,US,0,US,M
2023,SE,FT,Data Infrastructure Engineer,145000.0,USD,145000.0,US,0,US,M
2023,MI,FT,AI Scientist,121000.0,AUD,81838.0,AU,100,AU,L
2023,SE,FT,Data Architect,180000.0,USD,180000.0,US,0,US,M
2023,MI,FT,Data Analyst,95400.0,USD,95400.0,US,100,US,M
2023,MI,FT,Data Analyst,120000.0,USD,120000.0,US,100,US,M
2023,SE,FT,Data Analyst,75000.0,USD,75000.0,US,100,US,M
2023,SE,FT,Data Analyst,192300.0,USD,192300.0,US,100,US,M
2024,EN,FT,Research Analyst,115000.0,USD,115000.0,US,100,US,M
2021,SE,FT,Data Science Manager,152000.0,USD,152000.0,US,100,FR,L
2022,SE,FT,Data Analyst,112900.0,USD,112900.0,US,100,US,M
2023,SE,FT,Data Science,95100.0,USD,95100.0,US,100,US,M
2023,MI,FT,Data Scientist,107682.0,USD,107682.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,186000.0,USD,186000.0,US,0,US,M
2024,SE,FT,Data Architect,110000.0,USD,110000.0,US,0,US,M
2023,MI,FT,Data Engineer,103000.0,USD,103000.0,US,0,US,M
2023,MI,FT,Machine Learning Engineer,73100.0,USD,73100.0,US,0,US,M
2023,MI,FT,Research Engineer,100000.0,USD,100000.0,US,100,US,M
2024,MI,FT,Research Engineer,128000.0,USD,128000.0,US,0,US,M
2023,SE,FT,Data Engineer,126000.0,USD,126000.0,US,0,US,M
2023,EX,FT,Data Engineer,94000.0,USD,94000.0,US,0,US,M
2024,SE,FT,Data Engineer,100000.0,GBP,125000.0,GB,0,GB,M
2024,SE,FT,Business Intelligence Analyst,148300.0,USD,148300.0,US,0,US,M
2023,SE,FT,Data Scientist,45000.0,EUR,48585.0,ES,0,ES,M
2024,SE,FT,Data Engineer,200000.0,USD,200000.0,US,0,US,M
2024,SE,FT,AI Engineer,287500.0,USD,287500.0,US,0,US,M
2024,MI,FT,Data Engineer,58300.0,USD,58300.0,US,0,US,M
2023,MI,FT,Data Analyst,50000.0,USD,50000.0,US,100,US,M
2023,SE,FT,Data Scientist,120000.0,USD,120000.0,US,0,US,M
2023,SE,FT,Data Scientist,220000.0,USD,220000.0,US,0,US,M
2023,SE,FT,ML Engineer,275000.0,USD,275000.0,DE,0,DE,M
2023,SE,FT,Research Scientist,90700.0,USD,90700.0,US,0,US,M
2023,MI,FT,Data Analyst,31200.0,EUR,33686.0,EE,0,EE,M
2023,SE,FT,Data Scientist,45000.0,EUR,48585.0,ES,0,ES,M
2024,SE,FT,Data Scientist,81410.0,USD,81410.0,CA,0,CA,M
2023,EN,FT,Data DevOps Engineer,44382.0,EUR,47918.0,NL,50,NL,L
2024,SE,FT,Research Scientist,123765.0,USD,123765.0,US,100,US,M
2024,MI,FT,Data Scientist,116259.0,USD,116259.0,AU,0,AU,M
2024,MI,FT,Machine Learning Engineer,260100.0,USD,260100.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,210200.0,USD,210200.0,US,100,US,M
2024,SE,FT,Research Scientist,440000.0,USD,440000.0,US,0,US,M
2022,SE,FT,Data Scientist,120000.0,USD,120000.0,US,0,US,M
2023,SE,FT,Data Engineer,254000.0,USD,254000.0,US,100,US,M
2024,MI,FT,Data Scientist,112000.0,USD,112000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,253000.0,USD,253000.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,204500.0,USD,204500.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,204500.0,USD,204500.0,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,104300.0,USD,104300.0,US,0,US,L
2023,SE,FT,Research Engineer,240000.0,USD,240000.0,US,100,US,M
2022,MI,FT,Data Analyst,150000.0,USD,150000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,109400.0,USD,109400.0,US,0,US,M
2024,SE,FT,Research Scientist,245000.0,USD,245000.0,US,0,US,M
2024,SE,FT,ETL Developer,53300.0,USD,53300.0,US,0,US,M
2024,SE,FT,Machine Learning Scientist,252000.0,USD,252000.0,US,0,US,M
2023,SE,FT,Data Analyst,106800.0,USD,106800.0,US,0,US,M
2024,MI,FT,Data Science,142500.0,USD,142500.0,US,100,US,M
2022,EN,FT,Data Engineer,160000.0,USD,160000.0,US,0,US,M
2024,MI,FT,Data Scientist,144650.0,USD,144650.0,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,172200.0,USD,172200.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,234700.0,USD,234700.0,US,0,US,M
2023,SE,FT,Data Analyst,67000.0,USD,67000.0,US,100,US,M
2022,SE,FT,Data Scientist,160000.0,USD,160000.0,US,0,US,L
2024,SE,FT,Data Scientist,226000.0,USD,226000.0,US,0,US,M
2023,SE,FT,Analytics Engineer,214200.0,USD,214200.0,US,0,US,M
2024,SE,FT,Computational Biologist,242000.0,CAD,186153.0,CA,0,CA,M
2024,EX,FT,Data Analyst,160000.0,USD,160000.0,US,0,US,M
2023,SE,FT,Machine Learning Scientist,180000.0,USD,180000.0,US,0,US,M
2024,SE,FT,Data Analyst,132974.0,USD,132974.0,US,0,US,M
2023,SE,FT,Data Scientist,178000.0,USD,178000.0,US,100,US,M
2023,SE,FT,Data Engineer,214500.0,USD,214500.0,US,0,US,M
2023,MI,FT,Data Scientist,42000.0,GBP,51676.0,GB,0,GB,M
2023,SE,FT,Data Science Engineer,220000.0,USD,220000.0,US,100,US,M
2023,SE,FT,Business Intelligence Engineer,100000.0,USD,100000.0,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,33966.0,GBP,42457.0,ZA,0,ZA,M
2023,EX,FT,Data Scientist,258750.0,USD,258750.0,US,0,US,M
2024,SE,FT,AI Engineer,200000.0,USD,200000.0,US,100,US,M
2023,SE,FT,Data Analyst,125000.0,USD,125000.0,US,0,US,M
2024,MI,FT,Data Scientist,93300.0,USD,93300.0,US,0,US,M
2022,SE,FT,Data Analyst,35000.0,EUR,36773.0,ES,0,ES,M
2022,SE,FT,Data Engineer,138750.0,USD,138750.0,US,100,US,M
2024,SE,PT,Data Architect,212000.0,USD,212000.0,US,0,US,M
2023,SE,FT,Data Architect,222000.0,USD,222000.0,US,100,US,M
2024,EX,FT,Data Engineer,219650.0,USD,219650.0,US,100,US,M
2023,SE,FT,Data Scientist,160000.0,USD,160000.0,US,100,US,M
2023,SE,FT,Data Manager,105200.0,USD,105200.0,US,0,US,M
2023,SE,FT,Data Engineer,275000.0,USD,275000.0,US,0,US,M
2023,SE,FT,Machine Learning Scientist,138000.0,USD,138000.0,US,100,US,M
2023,SE,FT,Data Engineer,160000.0,USD,160000.0,US,100,US,M
2024,SE,FT,Data Engineer,240500.0,USD,240500.0,US,0,US,L
2023,SE,FT,Data Analyst,166000.0,USD,166000.0,US,0,US,M
2024,SE,FT,Research Scientist,159300.0,USD,159300.0,US,0,US,M
2024,SE,FT,Data Analyst,134200.0,USD,134200.0,US,100,US,M
2023,MI,FT,Data Analyst,115000.0,USD,115000.0,US,100,US,M
2023,SE,FT,Data Scientist,308000.0,USD,308000.0,US,0,US,M
2023,SE,FT,Data Scientist,180000.0,USD,180000.0,US,100,US,M
2023,SE,FT,Data Analyst,130000.0,USD,130000.0,US,100,US,M
2023,SE,FT,Data Architect,206000.0,USD,206000.0,US,0,US,M
2023,SE,FT,Data Architect,150000.0,USD,150000.0,US,0,US,M
2021,EN,FT,Machine Learning Engineer,81000.0,USD,81000.0,US,50,US,S
2022,MI,FT,Data Scientist,140000.0,GBP,172386.0,GB,0,GB,M
2022,SE,FT,Data Engineer,40000.0,EUR,42026.0,PT,0,PT,M
2024,SE,FT,Data Architect,178600.0,USD,178600.0,US,0,US,M
2024,EN,FT,Data Analyst,93000.0,USD,93000.0,US,0,US,M
2023,SE,FT,Business Intelligence Analyst,125000.0,USD,125000.0,US,0,US,M
2023,SE,FT,Data Scientist,146000.0,USD,146000.0,US,100,US,M
2023,MI,FT,Analytics Engineer,112400.0,USD,112400.0,GB,0,GB,M
2023,SE,FT,Data Analyst,95000.0,USD,95000.0,US,0,US,M
2023,SE,FT,Data Scientist,164000.0,USD,164000.0,US,0,US,M
2023,SE,FT,Data Scientist,130000.0,USD,130000.0,US,100,US,M
2023,SE,FT,Data Analyst,119636.0,USD,119636.0,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,104300.0,USD,104300.0,US,0,US,L
2024,SE,FT,Data Analyst,73100.0,USD,73100.0,US,0,US,M
2023,MI,FT,Research Scientist,165000.0,USD,165000.0,US,100,US,M
2023,SE,FT,Data Analyst,78400.0,USD,78400.0,US,100,US,L
2022,SE,FT,Data Engineer,135000.0,USD,135000.0,US,100,US,M
2023,SE,FT,Research Scientist,170000.0,USD,170000.0,US,0,US,M
2023,SE,FT,Research Engineer,142600.0,USD,142600.0,US,0,US,M
2023,SE,FT,Data Engineer,185900.0,USD,185900.0,US,0,US,M
2023,SE,FT,AI Architect,204000.0,USD,204000.0,US,0,US,M
2024,EN,FT,Data Science,26000.0,USD,26000.0,RO,100,RO,L
2023,EX,FT,Data Engineer,175000.0,USD,175000.0,US,0,US,M
2023,SE,FT,Data Scientist,133300.0,USD,133300.0,US,0,US,M
2022,SE,FT,Machine Learning Engineer,65000.0,EUR,68293.0,IE,100,IE,S
2024,EN,FT,Research Analyst,150000.0,USD,150000.0,US,0,US,M
2023,MI,FL,Business Data Analyst,36000.0,USD,36000.0,GH,0,GH,S
2023,SE,FT,Data Scientist,36000.0,EUR,38868.0,ES,0,ES,M
2024,MI,FT,Analytics Engineer,154100.0,USD,154100.0,US,0,US,M
2023,SE,FT,Data Engineer,107500.0,USD,107500.0,US,100,US,M
2023,SE,FT,Applied Scientist,212800.0,USD,212800.0,US,0,US,L
2024,SE,FT,Machine Learning Engineer,159000.0,USD,159000.0,US,0,US,M
2024,SE,FT,Data Architect,187500.0,USD,187500.0,US,0,US,M
2023,SE,FT,Data Engineer,115000.0,USD,115000.0,US,0,US,M
2024,MI,FT,Data Analyst,134400.0,USD,134400.0,US,0,US,M
2024,MI,FT,Data Engineer,55000.0,GBP,68750.0,GB,0,GB,M
2022,MI,FT,Data Engineer,90000.0,GBP,110820.0,GB,0,GB,M
2024,SE,FT,Robotics Software Engineer,160000.0,USD,160000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,132870.0,USD,132870.0,GB,0,GB,M
2023,SE,FT,Applied Scientist,184000.0,USD,184000.0,US,100,US,M
2022,SE,FT,Machine Learning Engineer,180000.0,USD,180000.0,US,100,US,M
2023,SE,FT,Data Scientist,209300.0,USD,209300.0,US,100,US,M
2023,MI,FT,Machine Learning Engineer,247500.0,USD,247500.0,US,0,US,M
2023,SE,FT,Data Analyst,138800.0,USD,138800.0,US,0,US,M
2022,MI,FT,Data Analyst,109000.0,USD,109000.0,US,0,US,M
2023,SE,FT,Data Analyst,210000.0,USD,210000.0,US,100,US,M
2024,SE,FT,Data Engineer,123000.0,USD,123000.0,US,0,US,M
2024,SE,FT,Data Scientist,136300.0,USD,136300.0,US,0,US,M
2023,SE,FT,Data Analytics Manager,190000.0,USD,190000.0,US,0,US,M
2024,SE,FT,Research Scientist,180000.0,USD,180000.0,US,0,US,M
2023,SE,FT,Data Engineer,154000.0,USD,154000.0,US,0,US,M
2023,MI,FT,Data Analyst,70000.0,USD,70000.0,US,100,US,M
2023,MI,FT,Analytics Engineer,90000.0,USD,90000.0,US,100,US,M
2023,MI,FT,Research Scientist,161200.0,GBP,198340.0,GB,0,GB,M
2024,MI,FT,Data Scientist,111000.0,USD,111000.0,US,0,US,M
2023,SE,FT,Research Scientist,105200.0,USD,105200.0,US,0,US,M
2023,MI,FT,Applied Scientist,222200.0,USD,222200.0,US,0,US,L
2023,SE,FT,Data Manager,120000.0,USD,120000.0,US,0,US,M
2022,SE,FT,Machine Learning Engineer,120000.0,USD,120000.0,US,0,US,M
2023,SE,FT,Data Analyst,80000.0,USD,80000.0,US,0,US,M
2024,SE,FT,Data Scientist,70000.0,GBP,87500.0,GB,0,GB,M
2024,SE,FT,Data Architect,190196.0,USD,190196.0,US,0,US,M
2023,SE,FT,Data Analyst,192000.0,USD,192000.0,US,100,US,M
2024,SE,FT,AI Engineer,210000.0,USD,210000.0,US,0,US,M
2024,SE,FT,Research Engineer,150000.0,USD,150000.0,GB,0,GB,M
2022,SE,FT,Data Engineer,120000.0,USD,120000.0,US,100,US,M
2022,SE,FT,Data Scientist,55000.0,USD,55000.0,US,100,US,S
2023,SE,FT,Machine Learning Engineer,109400.0,USD,109400.0,US,0,US,M
2022,SE,FT,Machine Learning Engineer,189650.0,USD,189650.0,US,0,US,M
2022,EN,FT,Machine Learning Engineer,28500.0,GBP,35093.0,GB,100,GB,L
2024,SE,FT,Data Scientist,720000.0,USD,720000.0,US,100,US,M
2023,SE,FT,Data Scientist,111000.0,USD,111000.0,US,0,US,M
2023,MI,FT,Machine Learning Engineer,40000.0,GBP,49216.0,GB,100,GB,M
2023,MI,FT,Data Engineer,95000.0,USD,95000.0,US,0,US,M
2023,SE,FT,Data Science,145000.0,USD,145000.0,US,0,US,M
2023,MI,FT,BI Developer,76300.0,USD,76300.0,US,0,US,M
2021,MI,FT,Research Scientist,235000.0,CAD,187442.0,CA,100,CA,L
2023,EN,FT,Data Analyst,82400.0,USD,82400.0,US,100,US,M
2022,EN,FT,Data Science Consultant,26000.0,EUR,27317.0,ES,50,ES,L
2023,SE,FT,Data Scientist,150931.0,USD,150931.0,US,0,US,M
2023,MI,FT,Data Analyst,42400.0,USD,42400.0,US,0,US,M
2021,EN,FT,AI Scientist,1335000.0,INR,18053.0,IN,100,AS,S
2023,MI,FT,Data Analyst,65000.0,USD,65000.0,US,100,US,M
2023,SE,FT,Data Engineer,115000.0,USD,115000.0,US,0,US,M
2023,SE,FT,Data Engineer,105700.0,USD,105700.0,US,0,US,L
2023,EN,FT,Research Scientist,200000.0,USD,200000.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,152000.0,USD,152000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,214500.0,USD,214500.0,US,0,US,M
2023,MI,FT,Data Scientist,70000.0,USD,70000.0,US,0,US,M
2024,SE,FT,Data Engineer,65000.0,GBP,81250.0,GB,0,GB,M
2023,SE,FT,Data Analyst,75000.0,USD,75000.0,US,100,US,M
2024,SE,FT,Machine Learning Engineer,150000.0,USD,150000.0,US,0,US,M
2023,SE,FT,Data Engineer,232960.0,USD,232960.0,US,0,US,M
2023,EX,FT,Data Analytics Manager,140000.0,USD,140000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,225000.0,USD,225000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,105000.0,EUR,113366.0,DE,50,DE,L
2024,EN,FT,Data Analyst,45700.0,USD,45700.0,US,0,US,M
2023,MI,FT,Data Engineer,147500.0,USD,147500.0,US,0,US,M
2022,MI,FT,Data Analyst,165000.0,USD,165000.0,US,0,US,M
2024,MI,FT,Data Science,137500.0,USD,137500.0,US,0,US,M
2024,MI,FT,Data Analyst,140000.0,USD,140000.0,US,0,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Architect,213120.0,USD,213120.0,US,100,US,M
2023,SE,FT,Data Engineer,251250.0,USD,251250.0,US,0,US,M
2023,EN,FT,Research Analyst,179000.0,USD,179000.0,US,0,US,M
2023,SE,FT,Analytics Engineer,178600.0,USD,178600.0,US,0,US,M
2024,MI,FT,Data Engineer,166000.0,USD,166000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,267720.0,USD,267720.0,US,0,US,M
2023,SE,FT,Data Scientist,142000.0,USD,142000.0,US,0,US,S
2023,SE,FT,Data Analyst,143000.0,USD,143000.0,US,100,US,M
2023,EN,PT,Data Scientist,58300.0,USD,58300.0,US,0,US,M
2024,SE,FT,Machine Learning Scientist,204600.0,USD,204600.0,US,0,US,M
2024,EN,FT,Data Analyst,80000.0,USD,80000.0,US,0,US,M
2024,MI,FT,Data Science,287800.0,USD,287800.0,US,0,US,M
2024,SE,FT,Data Engineer,150895.0,USD,150895.0,US,0,US,M
2023,SE,FT,Data Manager,145000.0,USD,145000.0,US,0,US,M
2023,SE,FT,Data Engineer,230000.0,USD,230000.0,US,0,US,M
2023,MI,FT,AI Engineer,171000.0,USD,171000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,185000.0,USD,185000.0,US,0,US,M
2023,MI,FT,BI Developer,128000.0,USD,128000.0,US,0,US,M
2023,SE,FT,Data Engineer,135000.0,USD,135000.0,US,0,US,M
2022,SE,FT,Data Scientist,156600.0,USD,156600.0,US,100,US,M
2024,MI,FT,Machine Learning Scientist,180000.0,USD,180000.0,CA,100,CA,M
2023,SE,FT,Machine Learning Engineer,93300.0,USD,93300.0,US,0,US,M
2023,SE,FT,Data Scientist,240000.0,USD,240000.0,US,0,US,M
2023,SE,FT,Data Science Consultant,90000.0,USD,90000.0,US,0,US,M
